date,idIBC,GI_name,kpi_id,KPI_name,unit,result,kpi_score,firmware_version
2017-06-27,270,GI#1,2,2_Water temperature,minutes,90.56666666666666,3,201706261
2017-06-30,270,GI#1,2,2_Water temperature,minutes,89.85,4,201706271
2017-07-03,270,GI#1,2,2_Water temperature,minutes,79.5,5,201706271
2017-07-05,270,GI#1,2,2_Water temperature,minutes,93.06666666666666,3,201707031
2017-07-06,273,GI#3,2,2_Water temperature,minutes,137.06666666666666,0,201707031
2017-07-06,270,GI#1,2,2_Water temperature,minutes,84.31666666666666,4,201707031
2017-07-07,270,GI#1,2,2_Water temperature,minutes,196.21666666666667,0,201707061
2017-07-07,273,GI#3,2,2_Water temperature,minutes,202.7,0,201707031
2017-07-08,273,GI#3,2,2_Water temperature,minutes,149.95,0,201707031
2017-07-10,270,GI#1,2,2_Water temperature,minutes,201.91666666666666,0,201707081
2017-07-11,273,GI#3,2,2_Water temperature,minutes,168.21666666666667,0,201707031
2017-07-11,270,GI#1,2,2_Water temperature,minutes,70.71666666666667,5,201707101
2017-07-12,270,GI#1,2,2_Water temperature,minutes,326.76666666666665,0,201707111
2017-07-12,270,GI#1,2,2_Water temperature,minutes,326.76666666666665,0,201707121
2017-07-12,273,GI#3,2,2_Water temperature,minutes,355.85,0,201707031
2017-07-13,270,GI#1,2,2_Water temperature,minutes,331.45,0,201707122
2017-07-13,273,GI#3,2,2_Water temperature,minutes,152.43333333333334,0,201707031
2017-07-14,273,GI#3,2,2_Water temperature,minutes,119.5,1,201707031
2017-07-17,270,GI#1,2,2_Water temperature,minutes,102.26666666666667,2,201707132
2017-07-18,270,GI#1,2,2_Water temperature,minutes,184.23333333333332,0,201707171
2017-07-19,270,GI#1,2,2_Water temperature,minutes,199.03333333333333,0,201707181
2017-07-20,270,GI#1,2,2_Water temperature,minutes,83.1,4,201707181
2017-07-22,273,GI#3,2,2_Water temperature,minutes,104.8,2,NA
2017-07-24,273,GI#3,2,2_Water temperature,minutes,384.4,0,201707031
2017-07-25,273,GI#3,2,2_Water temperature,minutes,115.38333333333334,1,NA
2017-07-26,270,GI#1,2,2_Water temperature,minutes,122.33333333333333,0,201707191
2017-07-26,273,GI#3,2,2_Water temperature,minutes,85.16666666666667,4,201707031
2017-07-27,273,GI#3,2,2_Water temperature,minutes,185.03333333333333,0,201707031
2017-07-28,273,GI#3,2,2_Water temperature,minutes,354.3,0,201707031
2017-07-29,273,GI#3,2,2_Water temperature,minutes,236.9,0,201707031
2017-07-31,273,GI#3,2,2_Water temperature,minutes,296.1333333333333,0,201707031
2017-08-02,273,GI#3,2,2_Water temperature,minutes,158.48333333333332,0,201707031
2017-08-07,270,GI#1,2,2_Water temperature,minutes,120.46666666666667,0,201708031
2017-08-09,270,GI#1,2,2_Water temperature,minutes,74.51666666666667,5,201708082
2017-08-10,270,GI#1,2,2_Water temperature,minutes,85.23333333333333,4,201708091
2017-08-11,273,GI#3,2,2_Water temperature,minutes,92.23333333333333,3,201708031
2017-08-11,270,GI#1,2,2_Water temperature,minutes,87.06666666666666,4,201708091
2017-08-14,287,GI#4,2,2_Water temperature,minutes,94.06666666666666,3,201708082
2017-08-15,270,GI#1,2,2_Water temperature,minutes,97.53333333333333,3,201708091
2017-08-16,273,GI#3,2,2_Water temperature,minutes,202.71666666666667,0,201708082
2017-08-16,270,GI#1,2,2_Water temperature,minutes,79.91666666666667,5,201708091
2017-08-17,270,GI#1,2,2_Water temperature,minutes,209.66666666666666,0,201708161
2017-08-17,273,GI#3,2,2_Water temperature,minutes,959.25,0,201708082
2017-08-18,273,GI#3,2,2_Water temperature,minutes,456.8,0,201708082
2017-08-18,270,GI#1,2,2_Water temperature,minutes,82.25,4,201708171
2017-08-21,270,GI#1,2,2_Water temperature,minutes,144.25,0,201708171
2017-08-23,273,GI#3,2,2_Water temperature,minutes,86.56666666666666,4,201708082
2017-08-29,273,GI#3,2,2_Water temperature,minutes,59.983333333333334,7,NA
2017-09-08,270,GI#1,2,2_Water temperature,minutes,49.25,8,NA
2017-09-11,270,GI#1,2,2_Water temperature,minutes,74.55,5,201708171
2017-09-12,270,GI#1,2,2_Water temperature,minutes,65.65,6,201709111
2017-09-13,270,GI#1,2,2_Water temperature,minutes,152.26666666666668,0,201709111
2017-09-14,270,GI#1,2,2_Water temperature,minutes,583.4333333333333,0,201709111
2017-09-14,270,GI#1,2,2_Water temperature,minutes,583.4333333333333,0,201709141
2017-09-20,270,GI#1,2,2_Water temperature,minutes,86.16666666666667,4,201709151
2017-09-21,270,GI#1,2,2_Water temperature,minutes,66.25,6,201709201
2017-09-25,270,GI#1,2,2_Water temperature,minutes,72.23333333333333,5,201709221
2017-09-26,270,GI#1,2,2_Water temperature,minutes,73.38333333333334,5,201709221
2017-09-27,270,GI#1,2,2_Water temperature,minutes,64.41666666666667,6,201709221
2017-09-28,270,GI#1,2,2_Water temperature,minutes,57.85,7,201709221
2017-09-29,270,GI#1,2,2_Water temperature,minutes,70.71666666666667,5,NA
2017-10-02,270,GI#1,2,2_Water temperature,minutes,45.4,8,201709221
2017-10-04,270,GI#1,2,2_Water temperature,minutes,64.86666666666666,6,201710031
2017-10-05,270,GI#1,2,2_Water temperature,minutes,56.55,7,201710041
2017-10-06,270,GI#1,2,2_Water temperature,minutes,51.016666666666666,7,201710051
